camera,num_points,rms_error_px,position_world_x,position_world_y,position_world_z
cam0,54,0.5975925326347351,-1.6924861083549758,-1.9555682549625364,5.646475794875226
cam1,54,0.6758260130882263,3.550475586200175,0.3650772597236672,4.613392055046278
cam2,54,0.7236213088035583,-2.682727063262711,-2.1175232255800367,5.044200917031725
